Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Cardiology,Department_Maternity,Department_Neurology,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Admin,JobRole_Administrative,JobRole_Nurse,JobRole_Other,JobRole_Therapist,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes
30.0,0.0,1275.0,28.0,2.0,1.0,4.0,64.0,3.0,2.0,4.0,5775.0,11934.0,1.0,13.0,3.0,4.0,80.0,2.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
20.0,0.0,1141.0,2.0,3.0,1.0,3.0,31.0,3.0,1.0,3.0,2783.0,13251.0,1.0,19.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
38.0,0.0,693.0,7.0,3.0,1.0,4.0,57.0,4.0,1.0,3.0,2610.0,15748.0,1.0,11.0,3.0,4.0,80.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
48.0,0.0,1355.0,4.0,4.0,1.0,3.0,78.0,2.0,3.0,3.0,10999.0,22245.0,7.0,14.0,3.0,2.0,80.0,0.0,27.0,3.0,3.0,15.0,11.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
35.0,0.0,882.0,3.0,4.0,1.0,4.0,92.0,3.0,3.0,4.0,7823.0,6812.0,6.0,13.0,3.0,2.0,80.0,1.0,12.0,2.0,3.0,10.0,9.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
31.0,0.0,106.0,2.0,3.0,1.0,1.0,62.0,2.0,2.0,1.0,6410.0,17822.0,3.0,12.0,3.0,4.0,80.0,0.0,9.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
40.0,0.0,1492.0,20.0,4.0,1.0,1.0,61.0,3.0,3.0,4.0,10322.0,26542.0,4.0,20.0,4.0,4.0,80.0,1.0,14.0,6.0,3.0,11.0,10.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
55.0,0.0,1311.0,2.0,3.0,1.0,3.0,97.0,3.0,4.0,4.0,16659.0,23258.0,2.0,13.0,3.0,3.0,80.0,0.0,30.0,2.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
21.0,1.0,984.0,1.0,1.0,1.0,4.0,70.0,2.0,1.0,2.0,2070.0,25326.0,1.0,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33.0,0.0,722.0,17.0,3.0,1.0,4.0,38.0,3.0,4.0,3.0,17444.0,20489.0,1.0,11.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
21.0,0.0,895.0,9.0,2.0,1.0,1.0,39.0,3.0,1.0,4.0,2610.0,2851.0,1.0,24.0,4.0,3.0,80.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
27.0,0.0,210.0,1.0,1.0,1.0,3.0,73.0,3.0,2.0,2.0,6349.0,22107.0,0.0,13.0,3.0,4.0,80.0,1.0,6.0,0.0,3.0,5.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
24.0,0.0,1206.0,17.0,1.0,1.0,4.0,41.0,2.0,2.0,3.0,4377.0,24117.0,1.0,15.0,3.0,2.0,80.0,2.0,5.0,6.0,3.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
29.0,0.0,1107.0,28.0,4.0,1.0,3.0,93.0,3.0,1.0,4.0,2514.0,26968.0,4.0,22.0,4.0,1.0,80.0,1.0,11.0,1.0,3.0,7.0,5.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
43.0,0.0,1034.0,16.0,3.0,1.0,4.0,80.0,3.0,4.0,4.0,16064.0,7744.0,5.0,22.0,4.0,3.0,80.0,1.0,22.0,3.0,3.0,17.0,13.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
29.0,0.0,806.0,1.0,4.0,1.0,2.0,76.0,1.0,1.0,4.0,2720.0,18959.0,1.0,18.0,3.0,4.0,80.0,1.0,10.0,5.0,3.0,10.0,7.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
58.0,0.0,682.0,10.0,4.0,1.0,4.0,37.0,3.0,4.0,3.0,13872.0,24409.0,0.0,13.0,3.0,3.0,80.0,0.0,38.0,1.0,2.0,37.0,10.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
39.0,0.0,524.0,18.0,2.0,1.0,1.0,32.0,3.0,2.0,3.0,4534.0,13352.0,0.0,11.0,3.0,1.0,80.0,0.0,9.0,6.0,3.0,8.0,7.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
35.0,0.0,1258.0,1.0,4.0,1.0,4.0,40.0,4.0,1.0,3.0,2506.0,13301.0,3.0,13.0,3.0,3.0,80.0,0.0,7.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
34.0,0.0,216.0,1.0,4.0,1.0,2.0,75.0,4.0,2.0,4.0,9725.0,12278.0,0.0,11.0,3.0,4.0,80.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
38.0,0.0,770.0,10.0,4.0,1.0,3.0,73.0,2.0,3.0,3.0,8740.0,5569.0,0.0,14.0,3.0,2.0,80.0,2.0,9.0,2.0,3.0,8.0,7.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
47.0,1.0,719.0,27.0,2.0,1.0,2.0,77.0,4.0,2.0,3.0,6397.0,10339.0,4.0,12.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,5.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
55.0,1.0,725.0,2.0,3.0,1.0,4.0,78.0,3.0,5.0,1.0,19859.0,21199.0,5.0,13.0,3.0,4.0,80.0,1.0,24.0,2.0,3.0,5.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
41.0,0.0,896.0,6.0,3.0,1.0,4.0,75.0,3.0,3.0,4.0,13591.0,14674.0,3.0,18.0,3.0,3.0,80.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
55.0,0.0,111.0,1.0,2.0,1.0,1.0,70.0,3.0,3.0,4.0,10239.0,18092.0,3.0,14.0,3.0,4.0,80.0,1.0,24.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
25.0,1.0,240.0,5.0,3.0,1.0,3.0,46.0,2.0,2.0,3.0,5744.0,26959.0,1.0,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,6.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
37.0,0.0,977.0,1.0,3.0,1.0,4.0,56.0,2.0,2.0,4.0,6474.0,9961.0,1.0,13.0,3.0,2.0,80.0,1.0,14.0,2.0,2.0,14.0,8.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
43.0,0.0,775.0,15.0,3.0,1.0,4.0,47.0,2.0,2.0,4.0,6804.0,23683.0,3.0,18.0,3.0,3.0,80.0,1.0,7.0,5.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
35.0,0.0,1315.0,22.0,3.0,1.0,2.0,71.0,4.0,3.0,2.0,11996.0,19100.0,7.0,18.0,3.0,2.0,80.0,1.0,10.0,6.0,2.0,7.0,7.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
28.0,0.0,995.0,9.0,3.0,1.0,3.0,77.0,3.0,1.0,3.0,2377.0,9834.0,5.0,18.0,3.0,2.0,80.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
40.0,0.0,896.0,2.0,3.0,1.0,3.0,68.0,3.0,1.0,3.0,2345.0,8045.0,2.0,14.0,3.0,3.0,80.0,1.0,8.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
43.0,0.0,559.0,10.0,4.0,1.0,3.0,82.0,2.0,2.0,3.0,5257.0,6227.0,1.0,11.0,3.0,2.0,80.0,1.0,9.0,3.0,4.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
25.0,0.0,583.0,4.0,1.0,1.0,3.0,87.0,2.0,2.0,1.0,4256.0,18154.0,1.0,12.0,3.0,1.0,80.0,0.0,5.0,1.0,4.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
42.0,0.0,201.0,1.0,4.0,1.0,2.0,95.0,3.0,1.0,1.0,2576.0,20490.0,3.0,16.0,3.0,2.0,80.0,1.0,8.0,5.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
34.0,0.0,1303.0,2.0,4.0,1.0,4.0,62.0,2.0,1.0,3.0,2768.0,8416.0,3.0,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
22.0,0.0,1230.0,1.0,2.0,1.0,4.0,33.0,2.0,2.0,4.0,4775.0,19146.0,6.0,22.0,4.0,1.0,80.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
31.0,0.0,192.0,2.0,4.0,1.0,3.0,32.0,3.0,1.0,4.0,2695.0,7747.0,0.0,18.0,3.0,2.0,80.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
24.0,0.0,350.0,21.0,2.0,1.0,3.0,57.0,2.0,1.0,1.0,2296.0,10036.0,0.0,14.0,3.0,2.0,80.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
35.0,0.0,195.0,1.0,3.0,1.0,1.0,80.0,3.0,2.0,3.0,4859.0,6698.0,1.0,16.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
31.0,0.0,691.0,5.0,4.0,1.0,3.0,86.0,3.0,1.0,4.0,4821.0,10077.0,0.0,12.0,3.0,3.0,80.0,1.0,6.0,4.0,3.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
32.0,0.0,967.0,8.0,3.0,1.0,2.0,43.0,3.0,3.0,4.0,8998.0,15589.0,1.0,14.0,3.0,4.0,80.0,0.0,9.0,2.0,3.0,9.0,8.0,3.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
31.0,0.0,798.0,7.0,2.0,1.0,3.0,48.0,2.0,3.0,3.0,8943.0,14034.0,1.0,24.0,4.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,9.0,8.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
54.0,0.0,142.0,26.0,3.0,1.0,4.0,30.0,4.0,4.0,4.0,17328.0,13871.0,2.0,12.0,3.0,3.0,80.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
55.0,0.0,452.0,1.0,3.0,1.0,4.0,81.0,3.0,5.0,1.0,19045.0,18938.0,0.0,14.0,3.0,3.0,80.0,0.0,37.0,2.0,3.0,36.0,10.0,4.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
32.0,1.0,1125.0,16.0,1.0,1.0,2.0,72.0,1.0,1.0,1.0,3919.0,4681.0,1.0,22.0,4.0,2.0,80.0,0.0,10.0,5.0,3.0,10.0,2.0,6.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48.0,1.0,626.0,1.0,2.0,1.0,1.0,98.0,2.0,3.0,3.0,5381.0,19294.0,9.0,13.0,3.0,4.0,80.0,0.0,23.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
27.0,0.0,1291.0,11.0,3.0,1.0,3.0,98.0,4.0,1.0,4.0,2534.0,6527.0,8.0,14.0,3.0,2.0,80.0,1.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
41.0,0.0,247.0,7.0,1.0,1.0,2.0,55.0,1.0,5.0,3.0,19973.0,20284.0,1.0,22.0,4.0,2.0,80.0,2.0,21.0,3.0,3.0,21.0,16.0,5.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
53.0,0.0,447.0,2.0,3.0,1.0,4.0,39.0,4.0,4.0,2.0,16598.0,19764.0,4.0,12.0,3.0,2.0,80.0,0.0,35.0,2.0,2.0,9.0,8.0,8.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
23.0,0.0,541.0,2.0,1.0,1.0,3.0,62.0,3.0,1.0,1.0,2322.0,9518.0,3.0,13.0,3.0,3.0,80.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
48.0,0.0,365.0,4.0,5.0,1.0,3.0,89.0,2.0,4.0,4.0,15202.0,5602.0,2.0,25.0,4.0,2.0,80.0,1.0,23.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
30.0,1.0,334.0,26.0,4.0,1.0,3.0,52.0,2.0,2.0,1.0,6696.0,22967.0,5.0,15.0,3.0,3.0,80.0,0.0,9.0,5.0,2.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
36.0,0.0,311.0,7.0,3.0,1.0,1.0,77.0,3.0,1.0,2.0,2013.0,10950.0,2.0,11.0,3.0,3.0,80.0,0.0,15.0,4.0,3.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45.0,0.0,1448.0,29.0,3.0,1.0,2.0,55.0,3.0,3.0,4.0,9380.0,14720.0,4.0,18.0,3.0,4.0,80.0,2.0,10.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
37.0,0.0,663.0,11.0,3.0,1.0,2.0,47.0,3.0,3.0,4.0,12185.0,10056.0,1.0,14.0,3.0,3.0,80.0,3.0,10.0,1.0,3.0,10.0,8.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
37.0,0.0,671.0,19.0,3.0,1.0,3.0,85.0,3.0,2.0,3.0,5768.0,26493.0,3.0,17.0,3.0,1.0,80.0,3.0,9.0,2.0,2.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
31.0,0.0,691.0,7.0,3.0,1.0,4.0,73.0,3.0,2.0,4.0,7547.0,7143.0,4.0,12.0,3.0,4.0,80.0,3.0,13.0,3.0,3.0,7.0,7.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
32.0,0.0,588.0,8.0,2.0,1.0,3.0,65.0,2.0,2.0,2.0,5228.0,24624.0,1.0,11.0,3.0,4.0,80.0,0.0,13.0,2.0,3.0,13.0,12.0,11.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
49.0,0.0,527.0,8.0,2.0,1.0,1.0,51.0,3.0,3.0,2.0,7403.0,22477.0,4.0,11.0,3.0,3.0,80.0,1.0,29.0,3.0,2.0,26.0,9.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
39.0,0.0,443.0,8.0,1.0,1.0,3.0,48.0,3.0,1.0,3.0,3755.0,17872.0,1.0,11.0,3.0,1.0,80.0,1.0,8.0,3.0,3.0,8.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
35.0,0.0,670.0,10.0,4.0,1.0,1.0,51.0,3.0,2.0,3.0,6142.0,4223.0,3.0,16.0,3.0,3.0,80.0,0.0,10.0,4.0,3.0,5.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
28.0,0.0,1158.0,9.0,3.0,1.0,4.0,94.0,3.0,1.0,4.0,2070.0,2613.0,1.0,23.0,4.0,4.0,80.0,1.0,5.0,3.0,2.0,5.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
36.0,0.0,216.0,6.0,2.0,1.0,2.0,84.0,3.0,2.0,2.0,4941.0,2819.0,6.0,20.0,4.0,4.0,80.0,2.0,7.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
45.0,0.0,1268.0,4.0,2.0,1.0,3.0,30.0,3.0,2.0,1.0,5006.0,6319.0,4.0,11.0,3.0,1.0,80.0,1.0,9.0,3.0,4.0,5.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
38.0,1.0,1180.0,29.0,1.0,1.0,2.0,70.0,3.0,2.0,1.0,6673.0,11354.0,7.0,19.0,3.0,2.0,80.0,0.0,17.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
