Age,YearsAtCompany,MonthlyIncome,WorkLifeBalance,JobSatisfaction,PerformanceRating,NumberofPromotions,DistanceFromHome,Education,NumberofDependents,JobLevel,CompanyTenure,CompanyReputation,EmployeeRecognition,Attrition,Gender_Female,Gender_Male,JobRole_Healthcare,OverTime_No,OverTime_Yes,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,CompanySize_Large,CompanySize_Medium,CompanySize_Small,RemoteWork_No,RemoteWork_Yes,LeadershipOpportunities_No,LeadershipOpportunities_Yes,InnovationOpportunities_No,InnovationOpportunities_Yes
55.0,43.0,8799.0,4.0,3.0,4.0,0.0,43.0,1.0,0.0,1.0,45.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
46.0,16.0,6265.0,3.0,4.0,4.0,2.0,54.0,1.0,3.0,2.0,87.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
29.0,18.0,8821.0,3.0,3.0,4.0,2.0,35.0,4.0,2.0,1.0,53.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
57.0,16.0,9259.0,1.0,2.0,4.0,0.0,89.0,4.0,1.0,1.0,60.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
55.0,42.0,8827.0,2.0,3.0,4.0,2.0,97.0,2.0,3.0,1.0,120.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
42.0,10.0,8851.0,3.0,3.0,4.0,1.0,14.0,4.0,0.0,1.0,65.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
40.0,3.0,7132.0,4.0,1.0,4.0,0.0,80.0,2.0,1.0,1.0,64.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
36.0,16.0,8137.0,3.0,3.0,4.0,1.0,92.0,2.0,0.0,1.0,88.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
47.0,1.0,6428.0,3.0,1.0,4.0,2.0,58.0,1.0,6.0,1.0,61.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
36.0,13.0,8036.0,4.0,2.0,4.0,0.0,78.0,3.0,0.0,1.0,33.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
49.0,24.0,6460.0,3.0,3.0,4.0,0.0,37.0,2.0,3.0,3.0,53.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
58.0,9.0,7712.0,2.0,3.0,3.0,0.0,15.0,5.0,1.0,2.0,24.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,8.0,8329.0,1.0,2.0,4.0,1.0,70.0,2.0,1.0,1.0,76.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
42.0,3.0,7139.0,4.0,2.0,4.0,1.0,25.0,4.0,0.0,2.0,15.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
41.0,3.0,6798.0,1.0,1.0,3.0,1.0,54.0,3.0,3.0,1.0,10.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
32.0,12.0,7518.0,3.0,3.0,4.0,0.0,74.0,4.0,0.0,1.0,67.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27.0,15.0,8474.0,3.0,3.0,4.0,0.0,61.0,1.0,1.0,2.0,49.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
33.0,11.0,8840.0,2.0,3.0,4.0,2.0,56.0,1.0,1.0,3.0,75.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
24.0,13.0,6994.0,3.0,2.0,3.0,1.0,25.0,5.0,1.0,1.0,49.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
32.0,4.0,9963.0,3.0,4.0,3.0,2.0,55.0,5.0,2.0,2.0,67.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
44.0,24.0,8532.0,2.0,4.0,3.0,2.0,28.0,4.0,3.0,2.0,87.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28.0,8.0,6049.0,3.0,1.0,3.0,0.0,89.0,2.0,1.0,1.0,57.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
23.0,8.0,8028.0,1.0,4.0,4.0,2.0,6.0,2.0,3.0,3.0,41.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
43.0,28.0,9844.0,4.0,2.0,4.0,2.0,54.0,3.0,0.0,1.0,56.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
55.0,42.0,5705.0,3.0,2.0,3.0,0.0,34.0,3.0,0.0,1.0,84.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27.0,4.0,8066.0,1.0,4.0,4.0,1.0,90.0,4.0,3.0,1.0,29.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
29.0,2.0,8247.0,4.0,2.0,3.0,1.0,4.0,1.0,0.0,1.0,15.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
42.0,34.0,9622.0,3.0,1.0,4.0,2.0,62.0,1.0,5.0,2.0,70.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
47.0,16.0,6068.0,3.0,3.0,4.0,0.0,50.0,1.0,1.0,3.0,19.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
58.0,37.0,7508.0,2.0,3.0,4.0,1.0,30.0,2.0,3.0,1.0,41.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
43.0,22.0,7218.0,2.0,1.0,3.0,1.0,57.0,5.0,0.0,1.0,97.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
37.0,29.0,8481.0,3.0,4.0,4.0,2.0,31.0,2.0,0.0,3.0,55.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
27.0,8.0,5810.0,4.0,3.0,4.0,0.0,12.0,3.0,3.0,1.0,46.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
36.0,18.0,6752.0,2.0,3.0,4.0,0.0,15.0,1.0,1.0,3.0,62.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
43.0,32.0,6519.0,3.0,3.0,4.0,0.0,51.0,2.0,4.0,1.0,107.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
21.0,11.0,7734.0,3.0,3.0,4.0,0.0,23.0,2.0,2.0,3.0,32.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
56.0,2.0,8323.0,4.0,4.0,4.0,2.0,19.0,2.0,5.0,1.0,12.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
29.0,19.0,8595.0,3.0,3.0,4.0,2.0,87.0,2.0,2.0,1.0,70.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
41.0,21.0,7780.0,4.0,2.0,4.0,2.0,17.0,1.0,2.0,1.0,47.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
25.0,14.0,9398.0,4.0,3.0,3.0,2.0,59.0,2.0,0.0,1.0,34.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
58.0,15.0,7954.0,2.0,2.0,4.0,1.0,63.0,1.0,0.0,2.0,55.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
59.0,51.0,8250.0,4.0,1.0,3.0,0.0,17.0,1.0,2.0,2.0,57.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
47.0,23.0,7247.0,3.0,2.0,4.0,2.0,83.0,3.0,1.0,3.0,83.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
44.0,19.0,9443.0,2.0,2.0,3.0,0.0,91.0,3.0,1.0,2.0,92.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
50.0,8.0,7698.0,2.0,3.0,4.0,3.0,24.0,1.0,2.0,1.0,37.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
33.0,8.0,8154.0,4.0,4.0,4.0,0.0,85.0,5.0,0.0,1.0,81.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
37.0,4.0,7218.0,3.0,3.0,4.0,2.0,67.0,2.0,3.0,3.0,21.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
53.0,31.0,7379.0,1.0,3.0,4.0,2.0,32.0,5.0,4.0,1.0,53.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
45.0,18.0,8670.0,3.0,3.0,4.0,0.0,76.0,3.0,2.0,2.0,84.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
32.0,13.0,7182.0,3.0,2.0,4.0,1.0,18.0,2.0,2.0,2.0,16.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
47.0,19.0,8431.0,4.0,3.0,4.0,2.0,73.0,2.0,2.0,1.0,71.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
55.0,14.0,8023.0,3.0,3.0,4.0,0.0,58.0,4.0,2.0,2.0,52.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
34.0,18.0,8501.0,2.0,2.0,4.0,2.0,28.0,1.0,0.0,3.0,85.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
40.0,30.0,8748.0,3.0,3.0,4.0,0.0,22.0,1.0,0.0,2.0,101.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
21.0,3.0,8030.0,1.0,2.0,3.0,2.0,71.0,5.0,1.0,1.0,64.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
25.0,17.0,7421.0,4.0,3.0,3.0,0.0,72.0,2.0,3.0,3.0,67.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
56.0,42.0,8250.0,3.0,4.0,4.0,0.0,20.0,1.0,5.0,3.0,75.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
21.0,11.0,8791.0,4.0,2.0,3.0,0.0,55.0,2.0,6.0,2.0,15.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
26.0,16.0,7822.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,2.0,66.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
59.0,22.0,10016.0,2.0,2.0,3.0,0.0,41.0,2.0,2.0,2.0,64.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
37.0,8.0,7031.0,2.0,3.0,3.0,0.0,23.0,3.0,1.0,1.0,59.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
20.0,6.0,9620.0,3.0,2.0,3.0,1.0,99.0,3.0,3.0,3.0,8.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
50.0,28.0,8825.0,2.0,3.0,4.0,0.0,44.0,2.0,3.0,1.0,58.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
36.0,21.0,7201.0,3.0,4.0,3.0,1.0,40.0,2.0,0.0,1.0,62.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
29.0,21.0,7995.0,2.0,3.0,4.0,0.0,60.0,3.0,0.0,2.0,70.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
22.0,9.0,6950.0,3.0,2.0,4.0,0.0,38.0,2.0,0.0,3.0,56.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
56.0,3.0,8159.0,1.0,3.0,4.0,1.0,15.0,1.0,5.0,3.0,8.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
51.0,17.0,7943.0,2.0,3.0,4.0,0.0,85.0,4.0,3.0,2.0,63.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
59.0,8.0,7069.0,2.0,3.0,4.0,0.0,65.0,2.0,4.0,2.0,26.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
56.0,19.0,10711.0,3.0,2.0,4.0,0.0,13.0,1.0,2.0,2.0,36.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
36.0,11.0,7112.0,3.0,2.0,4.0,0.0,14.0,2.0,5.0,3.0,74.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
40.0,25.0,7934.0,1.0,4.0,4.0,1.0,25.0,3.0,4.0,1.0,43.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27.0,16.0,8027.0,2.0,3.0,4.0,1.0,33.0,3.0,1.0,2.0,75.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
39.0,25.0,7852.0,2.0,3.0,4.0,1.0,56.0,5.0,1.0,2.0,39.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
24.0,16.0,8752.0,2.0,3.0,3.0,0.0,68.0,2.0,2.0,2.0,23.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
52.0,25.0,8583.0,1.0,4.0,4.0,1.0,69.0,3.0,1.0,2.0,39.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
26.0,6.0,7564.0,2.0,3.0,4.0,0.0,13.0,5.0,3.0,1.0,65.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
42.0,31.0,8158.0,3.0,4.0,4.0,2.0,77.0,2.0,1.0,1.0,107.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
50.0,7.0,6740.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,23.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
30.0,13.0,8409.0,3.0,2.0,4.0,1.0,84.0,4.0,2.0,1.0,74.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
38.0,18.0,9867.0,2.0,3.0,4.0,2.0,97.0,4.0,1.0,3.0,27.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
31.0,18.0,5919.0,3.0,3.0,3.0,3.0,79.0,4.0,0.0,2.0,77.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
29.0,19.0,9212.0,2.0,4.0,3.0,1.0,37.0,2.0,3.0,1.0,54.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
23.0,3.0,7911.0,2.0,1.0,4.0,0.0,65.0,3.0,0.0,2.0,61.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
36.0,6.0,8059.0,3.0,3.0,4.0,1.0,30.0,1.0,4.0,2.0,23.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
55.0,2.0,8405.0,2.0,2.0,4.0,1.0,35.0,2.0,3.0,1.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
45.0,6.0,7525.0,1.0,3.0,3.0,0.0,14.0,3.0,2.0,2.0,62.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
35.0,16.0,6997.0,3.0,3.0,3.0,0.0,77.0,2.0,0.0,3.0,84.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
37.0,5.0,7510.0,2.0,2.0,3.0,0.0,59.0,1.0,0.0,2.0,50.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
47.0,6.0,9446.0,4.0,3.0,4.0,1.0,84.0,4.0,5.0,2.0,76.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
20.0,8.0,7490.0,2.0,1.0,3.0,0.0,11.0,2.0,0.0,2.0,34.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
56.0,43.0,7339.0,3.0,3.0,4.0,0.0,37.0,3.0,4.0,2.0,98.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
23.0,8.0,8589.0,2.0,4.0,4.0,0.0,34.0,1.0,0.0,3.0,16.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27.0,11.0,8940.0,2.0,3.0,4.0,2.0,89.0,5.0,2.0,2.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
25.0,13.0,6392.0,2.0,4.0,4.0,0.0,1.0,4.0,1.0,2.0,49.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
20.0,11.0,8926.0,4.0,3.0,4.0,0.0,94.0,4.0,2.0,1.0,52.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
49.0,5.0,7951.0,2.0,3.0,4.0,3.0,51.0,1.0,1.0,2.0,13.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
20.0,12.0,7297.0,3.0,3.0,4.0,2.0,80.0,2.0,4.0,1.0,41.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
53.0,41.0,7621.0,3.0,3.0,4.0,0.0,8.0,4.0,0.0,3.0,82.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
26.0,13.0,7406.0,3.0,4.0,3.0,0.0,42.0,4.0,4.0,2.0,59.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
55.0,9.0,8592.0,1.0,3.0,4.0,0.0,67.0,2.0,0.0,1.0,56.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
39.0,26.0,8888.0,4.0,4.0,4.0,1.0,7.0,1.0,5.0,2.0,49.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
31.0,9.0,8041.0,1.0,3.0,4.0,1.0,68.0,3.0,2.0,2.0,13.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
21.0,11.0,8211.0,2.0,4.0,4.0,1.0,9.0,1.0,1.0,2.0,30.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
22.0,4.0,8770.0,1.0,3.0,4.0,1.0,23.0,1.0,2.0,3.0,64.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
28.0,2.0,7675.0,2.0,3.0,4.0,0.0,82.0,4.0,2.0,3.0,13.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
