MaritalStatus_Divorced,JobSatisfaction,Gender_Male,PerformanceRating,MaritalStatus_Single,JobLevel,DistanceFromHome,Age,WorkLifeBalance,OverTime_Yes,Education,Gender_Female,MonthlyIncome,YearsAtCompany,MaritalStatus_Married,Attrition,OverTime_No
0.0,3.0,0.0,4.0,0.0,2.0,66.0,44.0,3.0,0.0,3.0,1.0,7546.0,4.0,1.0,1.0,1.0
1.0,1.0,1.0,4.0,0.0,1.0,56.0,50.0,2.0,1.0,4.0,0.0,9484.0,19.0,0.0,1.0,0.0
0.0,2.0,0.0,4.0,0.0,2.0,14.0,20.0,3.0,1.0,1.0,1.0,6288.0,7.0,1.0,0.0,0.0
0.0,4.0,1.0,4.0,1.0,1.0,20.0,59.0,2.0,1.0,1.0,0.0,9976.0,37.0,0.0,1.0,0.0
0.0,4.0,1.0,4.0,0.0,3.0,81.0,40.0,2.0,0.0,4.0,0.0,8226.0,15.0,1.0,0.0,1.0
0.0,4.0,0.0,4.0,0.0,1.0,84.0,55.0,4.0,0.0,2.0,1.0,8028.0,47.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,3.0,99.0,33.0,3.0,0.0,1.0,0.0,9940.0,9.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,49.0,22.0,3.0,0.0,3.0,0.0,8320.0,3.0,1.0,1.0,1.0
0.0,2.0,1.0,4.0,0.0,3.0,66.0,18.0,2.0,1.0,3.0,0.0,7681.0,8.0,1.0,0.0,0.0
0.0,1.0,0.0,4.0,0.0,2.0,93.0,47.0,2.0,0.0,2.0,1.0,8522.0,21.0,1.0,0.0,1.0
0.0,1.0,0.0,4.0,1.0,2.0,43.0,45.0,1.0,0.0,3.0,1.0,9764.0,11.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,2.0,50.0,58.0,3.0,0.0,3.0,0.0,7560.0,34.0,0.0,1.0,1.0
1.0,3.0,0.0,3.0,0.0,1.0,42.0,38.0,2.0,0.0,4.0,1.0,8404.0,23.0,0.0,1.0,1.0
0.0,2.0,0.0,4.0,1.0,1.0,14.0,19.0,2.0,1.0,3.0,1.0,8648.0,8.0,0.0,1.0,0.0
1.0,1.0,0.0,4.0,0.0,3.0,50.0,43.0,1.0,0.0,3.0,1.0,9066.0,22.0,0.0,0.0,1.0
0.0,4.0,0.0,3.0,0.0,2.0,8.0,50.0,4.0,1.0,3.0,1.0,9061.0,8.0,1.0,0.0,0.0
0.0,3.0,0.0,4.0,0.0,1.0,24.0,57.0,2.0,1.0,3.0,1.0,9203.0,17.0,1.0,1.0,0.0
0.0,3.0,1.0,4.0,0.0,3.0,72.0,31.0,3.0,1.0,1.0,0.0,7940.0,15.0,1.0,0.0,0.0
1.0,3.0,1.0,4.0,0.0,1.0,26.0,44.0,2.0,1.0,5.0,0.0,8460.0,20.0,0.0,1.0,0.0
0.0,3.0,0.0,4.0,1.0,1.0,98.0,56.0,1.0,1.0,3.0,1.0,7773.0,43.0,0.0,1.0,0.0
0.0,3.0,0.0,4.0,0.0,2.0,62.0,34.0,2.0,0.0,4.0,1.0,8692.0,6.0,1.0,1.0,1.0
0.0,2.0,1.0,4.0,0.0,2.0,99.0,29.0,3.0,0.0,1.0,0.0,9560.0,19.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,3.0,44.0,21.0,3.0,1.0,2.0,0.0,8245.0,4.0,1.0,0.0,0.0
1.0,2.0,1.0,4.0,0.0,2.0,55.0,22.0,4.0,0.0,1.0,0.0,7226.0,7.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,1.0,3.0,99.0,59.0,2.0,0.0,4.0,1.0,7240.0,20.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,95.0,46.0,3.0,1.0,3.0,0.0,6895.0,4.0,1.0,1.0,0.0
0.0,3.0,0.0,4.0,1.0,2.0,24.0,47.0,4.0,0.0,3.0,1.0,7177.0,10.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,3.0,94.0,58.0,3.0,1.0,5.0,0.0,9942.0,26.0,1.0,0.0,0.0
1.0,3.0,1.0,4.0,0.0,3.0,36.0,34.0,1.0,1.0,2.0,0.0,8006.0,4.0,0.0,0.0,0.0
0.0,4.0,1.0,4.0,1.0,1.0,77.0,55.0,1.0,1.0,2.0,0.0,8645.0,38.0,0.0,1.0,0.0
0.0,3.0,1.0,3.0,1.0,2.0,18.0,41.0,2.0,0.0,3.0,0.0,8648.0,31.0,0.0,0.0,1.0
0.0,4.0,0.0,3.0,1.0,1.0,95.0,55.0,1.0,0.0,2.0,1.0,7075.0,12.0,0.0,1.0,1.0
1.0,3.0,1.0,4.0,0.0,2.0,25.0,49.0,1.0,0.0,3.0,0.0,7318.0,7.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,36.0,47.0,2.0,0.0,3.0,1.0,7127.0,18.0,1.0,0.0,1.0
0.0,3.0,0.0,3.0,0.0,1.0,46.0,31.0,2.0,1.0,4.0,1.0,10110.0,18.0,1.0,1.0,0.0
0.0,3.0,1.0,4.0,0.0,1.0,18.0,23.0,2.0,0.0,1.0,0.0,8336.0,3.0,1.0,0.0,1.0
0.0,1.0,1.0,4.0,0.0,3.0,5.0,56.0,2.0,1.0,1.0,0.0,9608.0,38.0,1.0,0.0,0.0
0.0,2.0,0.0,4.0,1.0,1.0,8.0,33.0,3.0,1.0,2.0,1.0,7781.0,16.0,0.0,0.0,0.0
0.0,3.0,1.0,4.0,0.0,3.0,77.0,57.0,2.0,0.0,3.0,0.0,7120.0,5.0,1.0,1.0,1.0
0.0,1.0,1.0,4.0,0.0,1.0,78.0,23.0,1.0,1.0,2.0,0.0,8844.0,8.0,1.0,1.0,0.0
0.0,3.0,1.0,4.0,0.0,2.0,45.0,37.0,4.0,1.0,3.0,0.0,8576.0,7.0,1.0,0.0,0.0
1.0,1.0,0.0,4.0,0.0,3.0,70.0,40.0,3.0,1.0,3.0,1.0,7232.0,22.0,0.0,0.0,0.0
1.0,2.0,1.0,4.0,0.0,2.0,4.0,22.0,4.0,0.0,2.0,0.0,9259.0,4.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,13.0,23.0,3.0,0.0,4.0,1.0,9015.0,9.0,1.0,1.0,1.0
0.0,4.0,1.0,4.0,1.0,2.0,54.0,44.0,2.0,1.0,4.0,0.0,8039.0,12.0,0.0,1.0,0.0
0.0,3.0,1.0,4.0,1.0,1.0,9.0,22.0,2.0,0.0,4.0,0.0,7490.0,10.0,0.0,1.0,1.0
0.0,4.0,1.0,4.0,1.0,2.0,46.0,49.0,4.0,0.0,3.0,0.0,8456.0,28.0,0.0,0.0,1.0
0.0,3.0,0.0,3.0,0.0,1.0,35.0,45.0,2.0,0.0,3.0,1.0,7093.0,18.0,1.0,1.0,1.0
0.0,2.0,0.0,4.0,0.0,2.0,29.0,28.0,3.0,0.0,1.0,1.0,8128.0,6.0,1.0,1.0,1.0
0.0,4.0,1.0,4.0,0.0,3.0,67.0,57.0,3.0,0.0,2.0,0.0,8593.0,5.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,1.0,1.0,32.0,32.0,3.0,0.0,5.0,0.0,6519.0,18.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,1.0,80.0,58.0,3.0,0.0,3.0,1.0,9107.0,42.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,70.0,42.0,2.0,0.0,1.0,1.0,9140.0,29.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,27.0,21.0,3.0,0.0,3.0,0.0,8284.0,1.0,1.0,0.0,1.0
0.0,3.0,0.0,3.0,1.0,2.0,76.0,36.0,3.0,0.0,3.0,1.0,7407.0,19.0,0.0,1.0,1.0
0.0,4.0,0.0,3.0,0.0,3.0,91.0,25.0,4.0,1.0,4.0,1.0,8671.0,14.0,1.0,0.0,0.0
0.0,2.0,0.0,4.0,0.0,1.0,26.0,56.0,1.0,0.0,1.0,1.0,9834.0,13.0,1.0,0.0,1.0
0.0,3.0,1.0,3.0,1.0,2.0,92.0,27.0,2.0,0.0,1.0,0.0,6663.0,2.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,0.0,1.0,23.0,40.0,3.0,0.0,2.0,1.0,9442.0,21.0,1.0,0.0,1.0
1.0,3.0,1.0,3.0,0.0,1.0,87.0,58.0,4.0,0.0,1.0,0.0,5453.0,2.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,1.0,1.0,95.0,56.0,1.0,0.0,3.0,1.0,6936.0,22.0,0.0,1.0,1.0
0.0,4.0,1.0,3.0,0.0,1.0,6.0,23.0,3.0,1.0,1.0,0.0,7435.0,5.0,1.0,0.0,0.0
1.0,3.0,1.0,4.0,0.0,2.0,22.0,27.0,2.0,0.0,2.0,0.0,8619.0,12.0,0.0,0.0,1.0
1.0,3.0,1.0,4.0,0.0,3.0,95.0,42.0,4.0,1.0,4.0,0.0,7484.0,13.0,0.0,0.0,0.0
0.0,4.0,0.0,4.0,0.0,2.0,10.0,57.0,4.0,0.0,1.0,1.0,6508.0,33.0,1.0,1.0,1.0
1.0,3.0,1.0,4.0,0.0,2.0,74.0,27.0,3.0,0.0,3.0,0.0,8372.0,18.0,0.0,0.0,1.0
0.0,2.0,0.0,4.0,1.0,2.0,89.0,21.0,3.0,1.0,4.0,1.0,7973.0,10.0,0.0,1.0,0.0
0.0,3.0,1.0,4.0,1.0,3.0,28.0,53.0,4.0,1.0,4.0,0.0,7969.0,16.0,0.0,0.0,0.0
0.0,4.0,0.0,4.0,0.0,1.0,36.0,59.0,1.0,0.0,3.0,1.0,7979.0,49.0,1.0,0.0,1.0
0.0,1.0,0.0,4.0,1.0,1.0,12.0,50.0,1.0,0.0,1.0,1.0,7699.0,15.0,0.0,1.0,1.0
1.0,4.0,1.0,4.0,0.0,2.0,28.0,31.0,3.0,0.0,5.0,0.0,8886.0,2.0,0.0,0.0,1.0
0.0,2.0,0.0,3.0,1.0,3.0,63.0,56.0,2.0,0.0,4.0,1.0,6839.0,24.0,0.0,0.0,1.0
0.0,4.0,1.0,4.0,0.0,2.0,22.0,40.0,3.0,0.0,3.0,0.0,9771.0,23.0,1.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,1.0,13.0,38.0,3.0,0.0,3.0,1.0,6251.0,17.0,1.0,0.0,1.0
0.0,4.0,0.0,4.0,1.0,2.0,92.0,41.0,4.0,0.0,3.0,1.0,6271.0,8.0,0.0,1.0,1.0
0.0,2.0,0.0,4.0,0.0,1.0,64.0,57.0,2.0,0.0,3.0,1.0,9256.0,36.0,1.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,99.0,25.0,2.0,0.0,1.0,0.0,7060.0,7.0,1.0,1.0,1.0
0.0,2.0,0.0,4.0,1.0,1.0,77.0,48.0,3.0,0.0,4.0,1.0,8449.0,38.0,0.0,0.0,1.0
0.0,3.0,1.0,4.0,1.0,3.0,15.0,18.0,3.0,0.0,4.0,0.0,7598.0,6.0,0.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,80.0,45.0,2.0,0.0,4.0,0.0,8007.0,13.0,1.0,0.0,1.0
0.0,3.0,1.0,3.0,0.0,2.0,54.0,25.0,4.0,0.0,3.0,0.0,7929.0,8.0,1.0,0.0,1.0
0.0,4.0,1.0,4.0,0.0,2.0,89.0,39.0,3.0,0.0,3.0,0.0,7724.0,19.0,1.0,1.0,1.0
0.0,4.0,0.0,4.0,1.0,1.0,17.0,26.0,1.0,0.0,2.0,1.0,7522.0,8.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,75.0,55.0,1.0,0.0,3.0,0.0,8017.0,36.0,1.0,0.0,1.0
0.0,2.0,0.0,4.0,0.0,1.0,34.0,44.0,4.0,0.0,1.0,1.0,8199.0,11.0,1.0,0.0,1.0
0.0,4.0,0.0,3.0,1.0,1.0,6.0,58.0,4.0,0.0,3.0,1.0,7608.0,50.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,1.0,70.0,54.0,3.0,0.0,5.0,1.0,8626.0,12.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,0.0,3.0,68.0,22.0,4.0,1.0,2.0,1.0,8757.0,13.0,1.0,0.0,0.0
0.0,2.0,0.0,4.0,0.0,2.0,10.0,42.0,1.0,1.0,2.0,1.0,8166.0,3.0,1.0,1.0,0.0
1.0,2.0,1.0,4.0,0.0,1.0,84.0,34.0,3.0,1.0,3.0,0.0,7879.0,25.0,0.0,1.0,0.0
0.0,2.0,0.0,4.0,0.0,1.0,45.0,37.0,2.0,1.0,4.0,1.0,8117.0,27.0,1.0,1.0,0.0
0.0,1.0,0.0,3.0,0.0,1.0,48.0,25.0,1.0,0.0,1.0,1.0,6963.0,17.0,1.0,1.0,1.0
1.0,2.0,1.0,4.0,0.0,1.0,18.0,53.0,4.0,1.0,1.0,0.0,7323.0,11.0,0.0,0.0,0.0
0.0,4.0,1.0,4.0,0.0,1.0,9.0,23.0,3.0,1.0,2.0,0.0,7289.0,1.0,1.0,1.0,0.0
0.0,4.0,0.0,4.0,1.0,1.0,34.0,35.0,2.0,1.0,2.0,1.0,7172.0,1.0,0.0,1.0,0.0
1.0,4.0,0.0,4.0,0.0,2.0,64.0,32.0,2.0,0.0,4.0,1.0,10034.0,9.0,0.0,1.0,1.0
0.0,2.0,1.0,4.0,0.0,1.0,4.0,56.0,3.0,0.0,4.0,0.0,7849.0,6.0,1.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,95.0,44.0,3.0,1.0,2.0,0.0,6947.0,31.0,1.0,1.0,0.0
0.0,3.0,0.0,4.0,1.0,2.0,5.0,29.0,4.0,0.0,4.0,1.0,7861.0,16.0,0.0,1.0,1.0
0.0,3.0,1.0,3.0,0.0,3.0,3.0,20.0,1.0,0.0,2.0,0.0,8591.0,6.0,1.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,59.0,56.0,4.0,0.0,4.0,1.0,9256.0,41.0,1.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,3.0,79.0,45.0,3.0,0.0,2.0,1.0,8576.0,3.0,1.0,0.0,1.0
0.0,2.0,0.0,4.0,0.0,2.0,85.0,23.0,2.0,0.0,3.0,1.0,7452.0,4.0,1.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,3.0,69.0,41.0,1.0,0.0,3.0,0.0,8639.0,18.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,3.0,8.0,19.0,1.0,0.0,5.0,0.0,8629.0,2.0,1.0,0.0,1.0
0.0,3.0,1.0,3.0,0.0,2.0,1.0,31.0,4.0,0.0,3.0,0.0,10346.0,13.0,1.0,1.0,1.0
0.0,4.0,1.0,3.0,0.0,1.0,36.0,35.0,3.0,1.0,3.0,0.0,7715.0,22.0,1.0,1.0,0.0
0.0,3.0,0.0,4.0,1.0,2.0,55.0,54.0,4.0,0.0,4.0,1.0,8258.0,27.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,2.0,70.0,37.0,1.0,1.0,3.0,1.0,6577.0,11.0,0.0,1.0,0.0
0.0,3.0,1.0,4.0,0.0,3.0,30.0,36.0,2.0,0.0,3.0,0.0,8913.0,6.0,1.0,0.0,1.0
0.0,1.0,1.0,4.0,0.0,1.0,96.0,29.0,3.0,1.0,4.0,0.0,8043.0,5.0,1.0,1.0,0.0
0.0,3.0,1.0,4.0,0.0,2.0,30.0,34.0,1.0,1.0,4.0,0.0,7032.0,17.0,1.0,1.0,0.0
0.0,4.0,1.0,3.0,1.0,2.0,70.0,18.0,3.0,0.0,3.0,0.0,9392.0,6.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,93.0,46.0,3.0,1.0,4.0,0.0,7555.0,19.0,1.0,1.0,0.0
1.0,1.0,1.0,4.0,0.0,2.0,80.0,53.0,4.0,1.0,3.0,0.0,5982.0,14.0,0.0,0.0,0.0
0.0,3.0,1.0,4.0,1.0,3.0,61.0,18.0,2.0,1.0,1.0,0.0,7704.0,4.0,0.0,0.0,0.0
0.0,3.0,0.0,4.0,1.0,1.0,55.0,47.0,2.0,1.0,3.0,1.0,6357.0,12.0,0.0,1.0,0.0
0.0,3.0,0.0,4.0,0.0,3.0,67.0,43.0,1.0,0.0,2.0,1.0,7674.0,6.0,1.0,0.0,1.0
0.0,4.0,1.0,4.0,1.0,3.0,20.0,45.0,3.0,0.0,3.0,0.0,8611.0,20.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,1.0,57.0,40.0,2.0,0.0,1.0,1.0,7488.0,24.0,1.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,53.0,27.0,3.0,0.0,3.0,0.0,8397.0,16.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,23.0,49.0,2.0,0.0,4.0,0.0,7769.0,19.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,51.0,45.0,3.0,0.0,4.0,1.0,6336.0,37.0,1.0,0.0,1.0
0.0,4.0,1.0,4.0,0.0,1.0,59.0,44.0,2.0,1.0,1.0,0.0,8741.0,5.0,1.0,1.0,0.0
1.0,2.0,1.0,4.0,0.0,2.0,12.0,30.0,3.0,1.0,2.0,0.0,8629.0,16.0,0.0,0.0,0.0
0.0,4.0,0.0,4.0,1.0,2.0,7.0,27.0,2.0,0.0,3.0,1.0,7770.0,16.0,0.0,1.0,1.0
1.0,2.0,0.0,4.0,0.0,2.0,32.0,54.0,2.0,1.0,2.0,1.0,7453.0,28.0,0.0,1.0,0.0
0.0,3.0,1.0,4.0,0.0,1.0,51.0,40.0,4.0,0.0,2.0,0.0,8555.0,20.0,1.0,0.0,1.0
0.0,3.0,1.0,3.0,0.0,2.0,85.0,35.0,2.0,0.0,2.0,0.0,9420.0,23.0,1.0,1.0,1.0
0.0,4.0,0.0,4.0,1.0,2.0,53.0,40.0,3.0,0.0,1.0,1.0,8633.0,28.0,0.0,0.0,1.0
1.0,1.0,1.0,3.0,0.0,2.0,94.0,50.0,4.0,0.0,2.0,0.0,7104.0,31.0,0.0,1.0,1.0
1.0,3.0,1.0,4.0,0.0,1.0,9.0,29.0,3.0,0.0,4.0,0.0,8479.0,14.0,0.0,1.0,1.0
0.0,4.0,1.0,4.0,0.0,3.0,87.0,41.0,2.0,0.0,3.0,0.0,8528.0,10.0,1.0,0.0,1.0
1.0,3.0,0.0,4.0,0.0,3.0,42.0,32.0,2.0,0.0,5.0,1.0,7842.0,19.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,18.0,38.0,3.0,0.0,5.0,1.0,9879.0,27.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,2.0,35.0,53.0,2.0,0.0,4.0,0.0,8808.0,20.0,1.0,0.0,1.0
0.0,1.0,1.0,3.0,0.0,1.0,95.0,53.0,2.0,0.0,4.0,0.0,8156.0,19.0,1.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,49.0,43.0,3.0,1.0,1.0,0.0,5826.0,26.0,1.0,0.0,0.0
0.0,3.0,1.0,4.0,0.0,1.0,41.0,59.0,2.0,0.0,2.0,0.0,8466.0,32.0,1.0,0.0,1.0
0.0,1.0,0.0,4.0,0.0,2.0,76.0,27.0,2.0,0.0,4.0,1.0,8720.0,4.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,65.0,33.0,3.0,0.0,2.0,0.0,8337.0,14.0,1.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,38.0,20.0,3.0,1.0,3.0,0.0,8200.0,9.0,0.0,1.0,0.0
0.0,3.0,0.0,4.0,0.0,2.0,28.0,45.0,3.0,1.0,3.0,1.0,8421.0,22.0,1.0,1.0,0.0
1.0,3.0,1.0,4.0,0.0,2.0,11.0,33.0,4.0,0.0,3.0,0.0,8626.0,23.0,0.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,29.0,28.0,2.0,0.0,4.0,0.0,7179.0,2.0,1.0,0.0,1.0
0.0,3.0,1.0,3.0,0.0,3.0,40.0,52.0,3.0,0.0,3.0,0.0,8561.0,27.0,1.0,0.0,1.0
0.0,1.0,1.0,4.0,0.0,1.0,92.0,23.0,3.0,0.0,2.0,0.0,7042.0,6.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,3.0,34.0,2.0,0.0,5.0,0.0,8795.0,7.0,1.0,1.0,1.0
0.0,2.0,1.0,4.0,0.0,1.0,98.0,22.0,2.0,0.0,4.0,0.0,9171.0,8.0,1.0,1.0,1.0
0.0,2.0,1.0,4.0,1.0,2.0,69.0,55.0,3.0,0.0,3.0,0.0,7141.0,5.0,0.0,1.0,1.0
0.0,4.0,1.0,4.0,0.0,3.0,73.0,23.0,2.0,1.0,3.0,0.0,7614.0,2.0,1.0,0.0,0.0
0.0,3.0,1.0,4.0,1.0,2.0,2.0,44.0,2.0,0.0,3.0,0.0,8863.0,26.0,0.0,0.0,1.0
0.0,4.0,0.0,4.0,0.0,2.0,31.0,53.0,3.0,0.0,3.0,1.0,7991.0,18.0,1.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,1.0,10.0,48.0,3.0,0.0,4.0,1.0,7856.0,8.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,27.0,53.0,1.0,0.0,2.0,0.0,6591.0,9.0,1.0,1.0,1.0
0.0,4.0,1.0,4.0,1.0,3.0,27.0,41.0,2.0,1.0,2.0,0.0,6996.0,3.0,0.0,0.0,0.0
0.0,3.0,0.0,4.0,0.0,1.0,55.0,39.0,3.0,0.0,1.0,1.0,8124.0,22.0,1.0,0.0,1.0
0.0,2.0,0.0,4.0,0.0,2.0,40.0,26.0,2.0,0.0,3.0,1.0,9108.0,4.0,1.0,0.0,1.0
1.0,4.0,0.0,4.0,0.0,2.0,26.0,43.0,2.0,0.0,1.0,1.0,7313.0,22.0,0.0,0.0,1.0
1.0,3.0,0.0,3.0,0.0,3.0,85.0,34.0,1.0,0.0,1.0,1.0,7299.0,22.0,0.0,0.0,1.0
1.0,2.0,0.0,3.0,0.0,1.0,12.0,24.0,3.0,0.0,5.0,1.0,6544.0,11.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,39.0,34.0,4.0,0.0,3.0,0.0,6860.0,12.0,0.0,1.0,1.0
0.0,2.0,1.0,4.0,0.0,1.0,66.0,46.0,1.0,0.0,1.0,0.0,9460.0,38.0,1.0,0.0,1.0
1.0,3.0,1.0,4.0,0.0,1.0,12.0,57.0,3.0,1.0,2.0,0.0,9742.0,43.0,0.0,0.0,0.0
0.0,3.0,0.0,3.0,0.0,3.0,18.0,24.0,1.0,0.0,3.0,1.0,6862.0,2.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,52.0,18.0,2.0,0.0,2.0,0.0,8548.0,2.0,1.0,1.0,1.0
0.0,1.0,0.0,4.0,0.0,1.0,40.0,31.0,3.0,0.0,4.0,1.0,7655.0,13.0,1.0,0.0,1.0
1.0,3.0,1.0,4.0,0.0,1.0,67.0,51.0,4.0,1.0,3.0,0.0,8392.0,21.0,0.0,1.0,0.0
1.0,3.0,0.0,4.0,0.0,2.0,11.0,22.0,3.0,0.0,4.0,1.0,5435.0,1.0,0.0,0.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,50.0,30.0,4.0,0.0,2.0,0.0,8761.0,11.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,1.0,54.0,36.0,3.0,0.0,3.0,1.0,8358.0,12.0,0.0,1.0,1.0
0.0,1.0,0.0,4.0,1.0,1.0,36.0,50.0,2.0,0.0,3.0,1.0,7654.0,3.0,0.0,1.0,1.0
0.0,4.0,1.0,4.0,0.0,1.0,68.0,55.0,3.0,0.0,3.0,0.0,7005.0,35.0,1.0,0.0,1.0
0.0,4.0,1.0,4.0,0.0,1.0,73.0,54.0,3.0,0.0,3.0,0.0,8749.0,34.0,1.0,0.0,1.0
0.0,1.0,1.0,4.0,0.0,1.0,44.0,20.0,3.0,1.0,3.0,0.0,6832.0,12.0,1.0,1.0,0.0
0.0,2.0,0.0,4.0,0.0,1.0,32.0,31.0,3.0,0.0,3.0,1.0,7047.0,18.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,2.0,12.0,42.0,1.0,1.0,2.0,0.0,7948.0,6.0,1.0,0.0,0.0
0.0,3.0,1.0,4.0,0.0,3.0,38.0,30.0,4.0,1.0,2.0,0.0,7896.0,15.0,1.0,0.0,0.0
0.0,3.0,1.0,4.0,0.0,3.0,40.0,31.0,3.0,0.0,1.0,0.0,8864.0,22.0,1.0,0.0,1.0
1.0,3.0,1.0,4.0,0.0,3.0,49.0,26.0,4.0,1.0,4.0,0.0,6039.0,6.0,0.0,0.0,0.0
0.0,1.0,0.0,4.0,0.0,2.0,80.0,59.0,3.0,0.0,4.0,1.0,8424.0,31.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,3.0,45.0,42.0,3.0,0.0,4.0,0.0,6629.0,15.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,1.0,46.0,53.0,3.0,0.0,4.0,0.0,6913.0,25.0,1.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,1.0,30.0,45.0,4.0,1.0,4.0,1.0,8101.0,18.0,1.0,1.0,0.0
0.0,4.0,1.0,3.0,0.0,3.0,4.0,41.0,3.0,1.0,1.0,0.0,8617.0,1.0,1.0,1.0,0.0
0.0,3.0,1.0,4.0,0.0,1.0,98.0,40.0,2.0,0.0,4.0,0.0,6538.0,26.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,3.0,8.0,21.0,3.0,0.0,4.0,0.0,8695.0,6.0,1.0,0.0,1.0
0.0,4.0,0.0,3.0,1.0,2.0,96.0,30.0,2.0,0.0,2.0,1.0,8113.0,12.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,2.0,17.0,20.0,3.0,0.0,1.0,1.0,7649.0,12.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,1.0,2.0,62.0,26.0,3.0,1.0,2.0,1.0,8587.0,8.0,0.0,1.0,0.0
0.0,3.0,0.0,4.0,0.0,2.0,61.0,41.0,2.0,0.0,2.0,1.0,6847.0,5.0,1.0,0.0,1.0
1.0,4.0,1.0,3.0,0.0,2.0,1.0,35.0,2.0,0.0,5.0,0.0,6782.0,4.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,1.0,2.0,77.0,37.0,4.0,1.0,2.0,1.0,8131.0,4.0,0.0,1.0,0.0
0.0,4.0,0.0,4.0,0.0,1.0,90.0,34.0,3.0,1.0,1.0,1.0,8126.0,13.0,1.0,0.0,0.0
0.0,2.0,1.0,4.0,0.0,2.0,55.0,38.0,4.0,1.0,2.0,0.0,6866.0,19.0,1.0,0.0,0.0
1.0,3.0,1.0,4.0,0.0,1.0,44.0,47.0,1.0,1.0,4.0,0.0,8241.0,22.0,0.0,1.0,0.0
0.0,2.0,0.0,4.0,0.0,2.0,67.0,40.0,4.0,0.0,2.0,1.0,8616.0,21.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,1.0,3.0,79.0,30.0,2.0,0.0,3.0,0.0,7912.0,20.0,0.0,0.0,1.0
0.0,2.0,0.0,3.0,0.0,1.0,19.0,41.0,3.0,0.0,3.0,1.0,6610.0,30.0,1.0,1.0,1.0
1.0,3.0,1.0,4.0,0.0,1.0,5.0,58.0,3.0,0.0,4.0,0.0,7981.0,10.0,0.0,0.0,1.0
